V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2R8EYMTgxTbzsui,Default Response Set,Anonymous,,,45.26.124.21,0,2015-08-03 04:11:57,2015-08-03 04:14:33,1,2a5cd5e38b1c0a63e0bdb48e6759e7cc,control,1,Female,48,Yes,1,1,I dont know,1,1,I dont know,1,1,mole,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I don't know ,1,1,I dont know,I did not see any statistics,1,34.228103637695,-84.178001403809,-1,
R_27jOu0tK7tWo76m,Default Response Set,Anonymous,,,45.49.165.193,0,2015-08-03 04:12:17,2015-08-03 04:16:07,1,97fee965887ae1ae51f8f8260910d219,control,1,Female,34,Yes,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know ,I did not see any statistics,1,34.048599243164,-118.44239807129,-1,
R_25XCcwSb85tE4EH,Default Response Set,Anonymous,,,24.33.78.134,0,2015-08-03 04:40:26,2015-08-03 04:42:38,1,ffaa805a51331a950ed1295cfbfb62b8,control,1,Female,27,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,39.479202270508,-84.712997436523,-1,
R_1E5sd5sUZe1wX1C,Default Response Set,Anonymous,,,66.215.164.248,0,2015-08-03 04:42:35,2015-08-03 04:44:58,1,eed501c5a79a1681e32817794520d6a7,control,1,Female,42,No,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,I did not see any statistics,1,33.998901367188,-117.44079589844,-1,
R_2Qo25fzOTs3AL5W,Default Response Set,Anonymous,,,76.1.241.151,0,2015-08-03 04:43:22,2015-08-03 04:48:02,1,3ef6c32862134494706fe7defad60fbb,control,1,Female,51,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,40.967697143555,-74.750900268555,-1,
R_1omZFpzhcvrwT3H,Default Response Set,Anonymous,,,69.143.180.153,0,2015-08-03 04:44:29,2015-08-03 04:48:20,1,559ed07310c46d5f6f272e88cb12eb2f,control,1,Female,40,Yes,1,1,ibex,1,1,I don't know,1,1,anteater,1,1,I don't know,1,1,salamander,1,1,salamander,1,1,badger,1,1,grizzly bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,38.892395019531,-77.073501586914,-1,
R_1EP7z5c7EeGBPSF,Default Response Set,Anonymous,,,65.3.160.31,0,2015-08-03 04:49:28,2015-08-03 04:53:50,1,ca1cd535e494ff05d2fece20f547b4f0,control,1,Female,69,Yes,1,1,antelope,1,1,rat,1,1,I don't know,1,1,hedgehog,1,1,catfish,1,1,salamander,1,1,I do not know,1,1,I do not know,1,1,I do not know,1,1,scorpion,I did not see any statistics,1,25.937194824219,-80.317001342773,-1,
R_ZwceT1mwK9M9xaV,Default Response Set,Anonymous,,,98.204.164.217,0,2015-08-03 05:08:39,2015-08-03 05:10:37,1,06f46e7b540b08913f45aa10477a651c,control,1,Male,28,Yes,1,1,I don't know,1,1,I don't know,1,1,aardvark,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't KNOW,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,38.81559753418,-77.045303344727,-1,
R_3g5zTcc4xnsYnGE,Default Response Set,Anonymous,,,73.46.73.170,0,2015-08-03 05:28:51,2015-08-03 05:38:31,1,a3b97ea8bf6e6a7800947e38bcc058e2,control,1,Male,54,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,26.021194458008,-80.189498901367,-1,
R_2dseo66H2OJz93L,Default Response Set,Anonymous,,,50.105.132.46,0,2015-08-03 05:38:51,2015-08-03 05:42:36,1,829b818443f2b05c9546aa60277a47e4,control,1,Female,57,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,43.768493652344,-88.016098022461,-1,
R_1dM2wEkaF0l3fjT,Default Response Set,Anonymous,,,71.75.207.94,0,2015-08-03 05:40:33,2015-08-03 05:43:11,1,92f889dc8c3af4cc4d7977381b37de95,control,1,Female,32,No,1,1,llama,1,1,mouse,1,1,mouse,1,1,I don't know,1,1,salamander,1,1,nematoad,1,1,mole,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,35.882598876953,-80.896697998047,-1,
R_3rNgBFeaJ2BHXAi,Default Response Set,Anonymous,,,72.135.16.181,0,2015-08-03 05:48:01,2015-08-03 05:52:01,1,c395d0aa20ed6a90747f8e37d32fe472,control,1,Female,56,No,1,1,I don't know,1,1,Kangaroo rat,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,39.073394775391,-94.717697143555,-1,
R_1IoVtTNcaCqmHQB,Default Response Set,Anonymous,,,63.137.150.235,0,2015-08-03 05:51:38,2015-08-03 05:55:22,1,1ecdaa45b207bfe8761137cf8ff2373f,control,1,Female,39,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,38.649993896484,-90.533401489258,-1,
R_RFf2uOBJzz4mri9,Default Response Set,Anonymous,,,54.174.77.195,0,2015-08-03 05:59:33,2015-08-03 06:02:12,1,41648d7d788b5566600b608f804c474f,control,1,Female,44,Yes,1,1,I don't know,1,1,I don't know,1,1,liebler,1,1,minx bat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,39.043701171875,-77.487503051758,-1,
R_3pb6gAnZsTd6Sl4,Default Response Set,Anonymous,,,71.106.144.33,0,2015-08-03 06:09:46,2015-08-03 06:12:28,1,9554ccb9d4cb35e90f690a7aad4a952e,control,1,Female,36,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.148895263672,-117.65640258789,-1,
R_3sA2l3TYQBWbsbK,Default Response Set,Anonymous,,,107.107.58.113,0,2015-08-03 06:10:49,2015-08-03 06:12:56,1,fb016b376b0aa63c6fc540aac0235169,control,1,Male,42,Yes,1,1,Idk,1,1,Idk,1,1,Idk,1,1,Idk,1,1,Idk,1,1,Idk,1,1,Idk,1,1,Idk,1,1,I don't know,1,1,Idk,I did not see any statistics,1,40.714294433594,-74.005996704102,-1,
R_1mV64TpATl75O0Y,Default Response Set,Anonymous,,,74.111.26.20,0,2015-08-03 06:20:44,2015-08-03 06:23:47,1,1f7fe3166995760c041384d4205b066d,control,1,Female,38,Yes,1,1,I don't know,1,1,rat,1,1,oppossum,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,43.089202880859,-76.025001525879,-1,
R_3lQziMBcm3DZpdp,Default Response Set,Anonymous,,,69.34.52.206,0,2015-08-03 06:24:01,2015-08-03 06:27:48,1,88cd3508513ad335ffbe1a362d321eb3,control,1,Male,40,No,1,1,I don't know,1,1,kangaroo mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,44.805404663086,-93.624801635742,-1,
R_3fkoeDv62BlNKS8,Default Response Set,Anonymous,,,100.9.177.148,0,2015-08-03 06:28:36,2015-08-03 06:30:23,1,d8979e7bec8ea4f49f34bea761f75ff2,control,1,Male,45,Yes,1,1,I don't know,1,1,Kangaroo Mouse,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,33.796997070312,-118.06240081787,-1,
R_2pQ1XtAgswjRJZ7,Default Response Set,Anonymous,,,23.118.230.128,0,2015-08-03 06:25:17,2015-08-03 06:31:30,1,5b357177f1bc19165ce5fe1e5b330f96,control,1,Female,18,No,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,Grey Axolotl ,1,1,Axolotl ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,30.045394897461,-94.905799865723,-1,
R_2amjSDeAsdT4DeD,Default Response Set,Anonymous,,,108.13.198.173,0,2015-08-03 06:30:37,2015-08-03 06:33:21,1,b08d9a9fd07025b4c13a3d667822c701,control,1,Female,55,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,33.542602539062,-117.33909606934,-1,
R_10Aymcpoqcp28RU,Default Response Set,Anonymous,,,99.56.200.245,0,2015-08-03 06:36:00,2015-08-03 06:39:19,1,10c2caca94bfa3fde1724a6f2d79fe2c,control,1,Female,51,Yes,1,1,I don't know,1,1,Kangaroo rat,1,1,Kangaroo rat,1,1,Wombat,1,1,I don't know,1,1,tad pole,1,1,baby water buffalo,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,34.430206298828,-118.51930236816,-1,
R_1lzTHRiI0jVtJhF,Default Response Set,Anonymous,,,76.174.6.157,0,2015-08-03 06:44:17,2015-08-03 06:47:41,1,273c7e1fdafa4eb1c4f8a4f6b5848437,control,1,Male,62,No,1,1,I don't know,1,1,Kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,Salamander,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,33.949401855469,-116.97750091553,-1,
R_3lEPpDWEsRnQV4m,Default Response Set,Anonymous,,,50.42.237.71,0,2015-08-03 06:45:51,2015-08-03 06:48:10,1,f704a8589834287dd62bb6c17c2d4377,control,1,Male,34,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,32.372894287109,-81.844299316406,-1,
R_2ffloLC01eHyK3R,Default Response Set,Anonymous,,,108.69.208.182,0,2015-08-03 07:00:13,2015-08-03 07:02:21,1,3d06e011c25281ca47154cb6cd841f3b,control,1,Female,32,No,1,1,I don't know.,1,1,I don't know.,1,1,Chinchilla,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Bear,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,37.984298706055,-120.38999938965,-1,
R_1BXFRqJYVfLnBjG,Default Response Set,Anonymous,,,166.171.123.76,0,2015-08-03 07:03:40,2015-08-03 07:07:48,1,f0fd24ecba03a6e17087c283999a26c5,control,1,Female,32,Yes,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know.,1,1,I don't know ,1,1,I don't know.,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,33.841705322266,-118.00759887695,-1,
R_2TSpHfEwmwGofPY,Default Response Set,Anonymous,,,66.66.98.205,0,2015-08-03 07:12:47,2015-08-03 07:14:28,1,9406c8765ad76a7718a9fb1f6f973f72,control,1,Male,28,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,43.216598510742,-78.058403015137,-1,
R_PC0TICLIKYGzWfL,Default Response Set,Anonymous,,,76.255.216.79,0,2015-08-03 07:13:03,2015-08-03 07:15:27,1,dc338da942981d5bfb1d85f70e7466d7,control,1,Female,27,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,koala bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,43.264007568359,-82.658897399902,-1,
R_3FP7uDjrFS77Onb,Default Response Set,Anonymous,,,71.95.32.190,0,2015-08-03 07:18:06,2015-08-03 07:21:31,1,53fef0964aa5451d362291ca7011ab63,control,1,Female,26,No,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,Hairless bear ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,33.929794311523,-117.36470031738,-1,
R_1DCtuilwyWUrScL,Default Response Set,Anonymous,,,74.221.109.233,0,2015-08-03 07:26:18,2015-08-03 07:32:05,1,0c7fc8a8b738194be13bcfc3fa1f0e40,control,1,Female,47,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,salamandor,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,31.639297485352,-98.976997375488,-1,
R_phKk2tclavho9Ql,Default Response Set,Anonymous,,,96.49.177.71,0,2015-08-03 07:44:06,2015-08-03 07:46:05,1,a800f1b3352dee858e7070ba5b52135c,control,1,Female,32,Yes,1,1,deer,1,1,I don't know,1,1,amadillo,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,49.25,-122.94999694824,-1,
R_2Y8KJkS5mdrtITp,Default Response Set,Anonymous,,,184.8.45.155,0,2015-08-03 07:43:41,2015-08-03 07:47:37,1,62573a2946f8b059fc6f47b986d7ccfb,control,1,Female,62,No,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,I did not see any statistics,1,35.248092651367,-113.76399993896,-1,
R_1jfXjEGfW91MWYV,Default Response Set,Anonymous,,,71.168.236.65,0,2015-08-03 07:49:06,2015-08-03 07:51:32,1,7231810753898f153414bb08491ac320,control,1,Female,46,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,39.824005126953,-75.131797790527,-1,
R_9NQZ8bl42sKCmKF,Default Response Set,Anonymous,,,74.114.100.114,0,2015-08-03 07:52:48,2015-08-03 07:55:39,1,72dab90eff4693ceda47b6df64b585b9,control,1,Male,26,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Bear,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,45.5,-73.583297729492,-1,
R_3R1K1CukuHRmYwB,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 07:54:33,2015-08-03 07:57:17,1,4bb0ea65610551bdad16dc701738b631,control,1,Male,53,Yes,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont Know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,1,1,I dont know,I did not see any statistics,1,33.571701049805,-117.72889709473,-1,
R_baemLBS7HJgFlvD,Default Response Set,Anonymous,,,166.170.44.72,0,2015-08-03 07:54:38,2015-08-03 08:06:07,1,95fdf175ace90d170c3a86592e5cea91,control,1,Female,40,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know,I did not see any statistics,1,34.052200317383,-118.24369812012,-1,
R_128YvxtnZ0wwHAD,Default Response Set,Anonymous,,,96.247.74.69,0,2015-08-03 08:05:44,2015-08-03 08:11:10,1,a8963973f33063ac31d102f996fbc921,control,1,Female,58,No,1,1,I don't know,1,1,Kangaroo Rat,1,1,I don't know,1,1,possum,1,1,I don't know,1,1,Some kind of lizard,1,1,I don't know,1,1,Idon't know,1,1,Platterpus,1,1,I don't know,I did not see any statistics,1,34.048599243164,-117.01429748535,-1,
R_OkH8oXPiMTZos6J,Default Response Set,Anonymous,,,104.35.168.21,0,2015-08-03 08:06:35,2015-08-03 08:12:55,1,1dc29c0191c84c378f4150e528d858de,control,1,Male,39,No,1,1,I don't know,1,1,Kangaroo Mouse,1,1,Aardvark,1,1,I don't know,1,1,Sea Newt,1,1,Sea Newt,1,1,I don't know,1,1,Bear with a skin condition,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.153900146484,-117.99189758301,-1,
R_10VQOPU4FntUF6l,Default Response Set,Anonymous,,,108.86.128.15,0,2015-08-03 08:07:09,2015-08-03 08:17:55,1,1abbffcb517e3ed3091209e745a47479,control,1,Female,53,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,39.97380065918,-86.176498413086,-1,
R_246iKGSr7FIRSjS,Default Response Set,Anonymous,,,65.121.115.33,0,2015-08-03 08:43:07,2015-08-03 08:45:02,1,6b06a6e64f22c23b46a02e01237a161c,control,1,Male,29,Yes,1,1,Deer,1,1,I don't know,1,1,I don't know,1,1,I odn't know,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,45.679702758789,-111.03859710693,-1,
R_1JXgTsUsVq8hE3i,Default Response Set,Anonymous,,,50.46.98.198,0,2015-08-03 08:46:35,2015-08-03 08:49:34,1,a0e6eea01fc6ef4b9cc92fdd89fe2715,control,1,Male,37,Yes,1,1,I don't know,1,1,Kangaroo rat,1,1,Rat,1,1,Tasmanian devil,1,1,Salamander ,1,1,Salamander,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,47.835403442383,-122.32789611816,-1,
R_2QyRKSqjKl3V5f7,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 08:48:28,2015-08-03 08:52:28,1,866eb2c96998344fe67b6337579c66ac,control,1,Female,61,No,1,1,I don't know,1,1,Kangaroo,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Salamandar,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,I don't know,I did not see any statistics,1,33.571701049805,-117.72889709473,-1,
R_2TAxJ7EOdcSl1xY,Default Response Set,Anonymous,,,24.90.221.239,0,2015-08-03 08:51:32,2015-08-03 08:55:43,1,b61f1bfe0a0f3964ab05d4a31f6db53f,control,1,Female,34,Yes,1,1,I don't know,1,1,Kangaroo rat ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,1,1,I don't know ,I did not see any statistics,1,40.740005493164,-73.936096191406,-1,
R_3dVQIbdAAxqTyhU,Default Response Set,Anonymous,,,204.126.138.241,0,2015-08-03 09:02:18,2015-08-03 09:04:30,1,1f5b1ca89edfeaae0b2083964bb72de1,control,1,Male,32,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,wombat,1,1,mudskipper,1,1,axolotl ,1,1,I don't know,1,1,hairless bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,35.5751953125,-97.638496398926,-1,
R_Z95Y2SBfDWuysZX,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 09:02:42,2015-08-03 09:05:04,1,583e2cebe4935b4be09abbbedab881b1,control,1,Female,30,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tazmanian Devil,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,33.571701049805,-117.72889709473,-1,
R_1eKytsws8JbM90I,Default Response Set,Anonymous,,,216.93.216.21,0,2015-08-03 09:08:55,2015-08-03 09:14:24,1,725d91fd48f568b7075f9b4ae3593bc2,control,1,Female,54,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,38.693206787109,-121.31159973145,-1,
R_1eqUzqWCL6de5jb,Default Response Set,Anonymous,,,216.113.160.77,0,2015-08-03 09:11:45,2015-08-03 09:14:26,1,5e6e84b116d8ecd96b03887943958e64,control,1,Female,32,Yes,1,1,I dont know,1,1,Rabbit ,1,1,Mouse,1,1,wombat,1,1,I don't know ,1,1,Fish ,1,1,I don't know ,1,1,I don't know ,1,1,i don't know ,1,1,I dont know,I did not see any statistics,1,37.29719543457,-121.88679504395,-1,
R_20TBMtHbraTUpLM,Default Response Set,Anonymous,,,72.105.229.36,0,2015-08-03 09:16:50,2015-08-03 09:21:31,1,b120776c83faf6df8ed9f346fa054e5f,control,1,Female,56,Yes,1,1,dear,1,1,kangaroo rat,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,fish,1,1,I don't know,I did not see any statistics,1,34.426406860352,-117.30090332031,-1,
R_1hEbNwTFc52AyRl,Default Response Set,Anonymous,,,99.135.147.143,0,2015-08-03 09:21:34,2015-08-03 09:23:30,1,f257c3083092a0e64579e8b6964978ee,control,1,Male,32,No,1,1,I don't know.,1,1,I don't know.,1,1,Wombat,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,41.803207397461,-88.134101867676,-1,
R_3h5Z7gu0p5p72mg,Default Response Set,Anonymous,,,216.70.132.113,0,2015-08-03 09:24:17,2015-08-03 09:30:08,1,e0eb24f58ae86c1cdcbd1f9d7396aa60,control,1,Female,43,Yes,1,1,I don't know,1,1,I don't know,1,1,shrew?,1,1,Tazmanian devil?,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,33.941497802734,-118.13069915771,-1,
R_3rNS6gvnAOyBdSK,Default Response Set,Anonymous,,,162.119.231.233,0,2015-08-03 09:26:06,2015-08-03 09:31:32,1,fac34fea260c6d376c1ee207f53f4783,control,1,Female,37,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.009201049805,-118.10829925537,-1,
R_2YYgFAVaSKxAVJY,Default Response Set,Anonymous,,,75.167.34.22,0,2015-08-03 09:33:45,2015-08-03 09:36:33,1,9dc9cfb4be7c9235a3059126262373c6,control,1,Male,30,No,1,1,deer,1,1,kangaroo mouse,1,1,I don't know.,1,1,I don't know.,1,1,salamander,1,1,I don't know.,1,1,I don't know.,1,1,bear,1,1,eel,1,1,I don't know.,I did not see any statistics,1,33.448806762695,-111.80139923096,-1,
R_79TrYO3uWUJdcBP,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 09:42:03,2015-08-03 09:46:40,1,e63d6f078bf74671bfbb89305a012620,control,1,Female,35,Yes,1,1,i don't know,1,1,i don't know,1,1,bunnyeared rat,1,1,i don't know,1,1,i don't know,1,1,salamander,1,1,i don't know,1,1,i don't know,1,1,i don't know,1,1,i don't know,I did not see any statistics,1,33.571701049805,-117.72889709473,-1,
R_2aQxxI4XvPKjcOx,Default Response Set,Anonymous,,,173.13.149.18,0,2015-08-03 09:54:18,2015-08-03 09:55:04,1,c6fa3fd7f2c1c9132462f0d6bc7789d7,control,1,Male,31,No,1,1,I don't know.,1,1,I don't know,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.779403686523,-122.41699981689,-1,
R_3oBBVJBIR5RK0fx,Default Response Set,Anonymous,,,98.163.7.215,0,2015-08-03 09:55:53,2015-08-03 09:57:28,1,93a6b165886ee4e69261ea3eebdf18ca,control,1,Male,25,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,37.251998901367,-79.977203369141,-1,
R_DAc3kcT1gy3Q0Tv,Default Response Set,Anonymous,,,69.108.69.129,0,2015-08-03 09:57:26,2015-08-03 09:58:35,1,2f68f1d0fcb8e540cc88f7f08e9e09cb,control,1,Male,22,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,34.076400756836,-118.26260375977,-1,
R_2wb0PKk5Muu9sbQ,Default Response Set,Anonymous,,,72.192.21.71,0,2015-08-03 09:57:01,2015-08-03 09:58:52,1,47eb80e8dff359f7f5737a980d6d8f4c,control,1,Male,37,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,41.769393920898,-71.467597961426,-1,
R_2eVxgu7Hi48FKpv,Default Response Set,Anonymous,,,199.245.200.126,0,2015-08-03 09:57:49,2015-08-03 09:59:30,1,d59a0d4d6ea5216a0f40d463cfd1afb8,control,1,Female,38,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,39.039306640625,-95.208702087402,-1,
R_22xdvQ6udaKlfrI,Default Response Set,Anonymous,,,207.213.146.4,0,2015-08-03 10:00:14,2015-08-03 10:02:05,1,4e46ec8247ab94d07fc0268be761ca50,control,1,Female,32,Yes,1,1,I don't know,1,1,Jerboa,1,1,Bandicoot,1,1,Wombat,1,1,I don't know,1,1,Nematode,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,34.052200317383,-118.24369812012,-1,
R_2t0gAw3px4qu6Pi,Default Response Set,Anonymous,,,75.142.137.145,0,2015-08-03 10:00:29,2015-08-03 10:02:14,1,44eae33dcdc52736e5c87de30713c9f4,control,1,Male,45,No,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,salamander,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,I did not see any statistics,1,42.185104370117,-121.61410522461,-1,
R_2PgKwXLwX01buwv,Default Response Set,Anonymous,,,24.115.69.163,0,2015-08-03 09:59:58,2015-08-03 10:03:20,1,fb8feab26698efdf7eebfee09b01953d,control,1,Male,23,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Wombat,1,1,Eel.,1,1,I don't know.,1,1,I don't know.,1,1,Polar Bear,1,1,I don't know.,1,1,I don't know.,I did not see any statistics,1,41.054397583008,-74.61710357666,-1,
