V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,random,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LocationLatitude,LocationLongitude,LocationAccuracy,
R_1Nwy487Q2Wx5yIA,Default Response Set,Anonymous,,,45.50.103.41,0,2015-08-03 07:48:30,2015-08-03 07:54:22,1,e0ec0df1fa89a9f83545ff25dcce17ae,moderate,1,Female,37,No,1,1,Alpaca,1,1,Mouse,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know ,1,1,I don't know ,1,1,Eel,1,1,I don't know,"No, they were not helpful",1,33.754501342773,-117.94639587402,-1,
R_27JPlRQz0ZUutlM,Default Response Set,Anonymous,,,99.89.5.249,0,2015-08-03 08:23:22,2015-08-03 08:29:10,1,5021ca31971c6c036887145ca55843a6,moderate,1,Male,42,Yes,1,1,deer,1,1,mouse,1,1,other,1,1,porcupine,1,1,giant salamendar,1,1,other,1,1,aardvark,1,1,sloth,1,1,fish,1,1,fish,"No, they were not helpful",1,37.759094238281,-122.13589477539,-1,
R_2bZArF5npPsC4Zq,Default Response Set,Anonymous,,,23.123.156.153,0,2015-08-03 08:28:28,2015-08-03 08:31:10,1,b201233526322c7c1e95cf2c8ad2b4d5,moderate,1,Male,34,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,38.350692749023,-121.93260192871,-1,
R_2ASvkOVfjf0InyC,Default Response Set,Anonymous,,,67.172.251.108,0,2015-08-03 08:34:40,2015-08-03 08:38:33,1,118e4cf8e156a61c9c6d3e242809bbdd,moderate,1,Female,29,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Lizard,1,1,I don't know,1,1,I don't[ know,1,1,Shark,1,1,I don't know,"No, they were not helpful",1,40.799499511719,-111.82849884033,-1,
R_2uJz79PbzIJFvA9,Default Response Set,Anonymous,,,68.65.189.30,0,2015-08-03 08:39:07,2015-08-03 08:43:54,1,fcd910d887c3901eeae13c62144e10da,moderate,1,Female,38,No,1,1,mammal ,1,1,marsupial,1,1,i dont know,1,1,i dont know,1,1,axolotl,1,1,axolotl ,1,1,marsupial,1,1,i dont know,1,1,fish,1,1,fish,I did not see any statistics,1,45.865798950195,-84.627098083496,-1,
R_2xQbPXKXKrfQbUi,Default Response Set,Anonymous,,,50.4.107.69,0,2015-08-03 08:42:33,2015-08-03 08:46:51,1,e5151d10be354845f1f0dd4482efe353,moderate,1,Female,40,Yes,1,1,Antelope ,1,1,Kangaroo mouse ,1,1,Rodent of the desert,1,1,I don't know,1,1,Frog,1,1,Newt,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,Fish,"No, they were not helpful",1,42.598297119141,-83.178497314453,-1,
R_6DzAbJU8ZvUcaeR,Default Response Set,Anonymous,,,24.6.182.230,0,2015-08-03 09:08:07,2015-08-03 09:11:28,1,93b164aaad9ed1a8124cb5c9cdeb8095,moderate,1,Female,36,Yes,1,1,deer,1,1,I don't know,1,1,anteater,1,1,wolverine,1,1,I don't know,1,1,salamander,1,1,I don't know,1,1,sloth,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,37.35009765625,-121.98539733887,-1,
R_r8bwTGzDPGsj7gt,Default Response Set,Anonymous,,,66.27.60.166,0,2015-08-03 09:18:50,2015-08-03 09:23:52,1,9fd31d7e18e8214ec17b246016ff67cc,moderate,1,Female,48,Yes,1,1,Alpaca,1,1,I don't know,1,1,I don't know,1,1,I don't know!,1,1,Fish,1,1,I don't know,1,1,I don't know!,1,1,Other,1,1,I don't know!,1,1,I don't k ow,"No, they were not helpful",1,32.715301513672,-117.15730285645,-1,
R_2OVm94emWM22pJu,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 09:18:56,2015-08-03 09:26:35,1,904551c3dcb82dae038ccadcc1310006,moderate,1,Male,36,Yes,1,1,Deer,1,1,kangaroo,1,1,Possum,1,1,Badger,1,1,I don't know,1,1,I don't know,1,1,Aardvark,1,1,Sloth,1,1,Eel,1,1,I don't know,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_5uUPmdyoWhb3x3b,Default Response Set,Anonymous,,,70.209.210.158,0,2015-08-03 09:35:36,2015-08-03 09:39:25,1,6bd65b84aa8bfcd8010ae4fcc1b20dbb,moderate,1,Female,57,No,1,1,Alpaca,1,1,Rat,1,1,I don't know,1,1,I don't know,1,1,Fish,1,1,I don't know,1,1,I don't know,1,1,Sloth,1,1,Fish,1,1,I don't know,"Yes, they were helpful",1,33.645095825195,-117.67860412598,-1,
R_bBYooBD9FU7XwuV,Default Response Set,Anonymous,,,108.193.223.1,0,2015-08-03 09:58:57,2015-08-03 10:00:21,1,1142acd38f10b8bc6ffd9787a430382b,moderate,1,Male,25,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,34.076095581055,-118.14419555664,-1,
R_1f9RrJTcx4WdwKy,Default Response Set,Anonymous,,,72.223.8.116,0,2015-08-03 09:57:20,2015-08-03 10:00:27,1,437f9aac6929f590428c993300366b3d,moderate,1,Female,25,Yes,1,1,alpaca,1,1,i don't know,1,1,possum,1,1,i don't know,1,1,i don't know,1,1,axiolot,1,1,i don't know,1,1,i don't know,1,1,eel,1,1,i don't know,"Yes, they were helpful",1,33.24870300293,-111.63430023193,-1,
R_2CQcdDXG1sSU8e4,Default Response Set,Anonymous,,,69.249.246.194,0,2015-08-03 10:00:24,2015-08-03 10:03:49,1,d9a2ba30ffc60fcb919ce1f752e0db87,moderate,1,Male,30,No,1,1,I don't know,1,1,mouse,1,1,Possum,1,1,Wolverine,1,1,salamander,1,1,salamander,1,1,I don't know,1,1,Bear,1,1,fish,1,1,fish,"Yes, they were helpful",1,40.193206787109,-75.674896240234,-1,
R_2bTBDiso2C7k4rx,Default Response Set,Anonymous,,,76.17.14.151,0,2015-08-03 10:05:20,2015-08-03 10:08:22,1,aa9940ed27783e0c8ccc48eb4d360f23,moderate,1,Female,39,Yes,1,1,llama,1,1,wombat,1,1,I don't know,1,1,I don't know,1,1,fish,1,1,fish,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,coral,"No, they were not helpful",1,33.860198974609,-84.765403747559,-1,
R_1JPeTjdGQkpn66B,Default Response Set,Anonymous,,,70.210.192.1,0,2015-08-03 10:04:31,2015-08-03 10:08:50,1,2c9dec85e264582cab6a316ccdfce54f,moderate,1,Male,33,Yes,1,1,alpaca,1,1,I don't know,1,1,Possum,1,1,wolverine,1,1,Manatee,1,1,I don't know,1,1,aardvark,1,1,sloth,1,1,eel,1,1,I don't know,"Yes, they were helpful",1,35.084503173828,-106.65110015869,-1,
R_2tJPK7FXf1KuNS0,Default Response Set,Anonymous,,,73.48.158.137,0,2015-08-03 10:13:26,2015-08-03 10:16:18,1,efc22a09c67da83393a675be6d3d5d63,moderate,1,Female,34,Yes,1,1,Alpaca,1,1,I don't know,1,1,Possum,1,1,Wolverine ,1,1,Otter,1,1,Tadpole ,1,1,I don't know,1,1,Sloth,1,1,Eel ,1,1,I don't know,"Yes, they were helpful",1,38.693206787109,-121.31159973145,-1,
R_eFXQW3h4Zg2RqO5,Default Response Set,Anonymous,,,24.4.172.27,0,2015-08-03 10:13:33,2015-08-03 10:18:27,1,20d347794d5d4345019a9f9e5d5e48d9,moderate,1,Female,30,Yes,1,1,Deer,1,1,Rat,1,1,Opossum,1,1,Wolverine,1,1,Newt,1,1,Newt,1,1,Aardvark,1,1,Sloth,1,1,Eel,1,1,Mollusk,"Yes, they were helpful",1,37.674499511719,-122.0883026123,-1,
R_tEhFlA3J66CLSOB,Default Response Set,Anonymous,,,76.205.164.120,0,2015-08-03 10:18:10,2015-08-03 10:27:46,1,17e4f0815c22d4be5a36097b9f24bf68,moderate,1,Female,68,Yes,1,1,I don't know,1,1,mouse,1,1,I don't know,1,1,wolverine,1,1,I don't know,1,1,amphibian,1,1,I don't know,1,1,bear,1,1,whale,1,1,fish,"No, they were not helpful",1,29.065505981445,-95.382797241211,-1,
R_2Pkjd5xfvpzKDN1,Default Response Set,Anonymous,,,73.9.248.192,0,2015-08-03 10:38:39,2015-08-03 10:42:12,1,50ee1453d1c13c86770c32a355161dac,moderate,1,Male,25,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Axolot,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,41.922302246094,-87.755500793457,-1,
R_3ReAL6LCDBURZhT,Default Response Set,Anonymous,,,216.243.14.23,0,2015-08-03 11:06:05,2015-08-03 11:08:29,1,c002458e4fc02c2659001ed5e91193dd,moderate,1,Male,32,Yes,1,1,Ilama,1,1,Bat,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,Big Foot,1,1,Eel,1,1,I don't know,"No, they were not helpful",1,47.610305786133,-122.33409881592,-1,
R_3k5v06cPgxLJMeC,Default Response Set,Anonymous,,,72.23.176.243,0,2015-08-03 11:12:40,2015-08-03 11:15:35,1,534c74520c27bea3b2bf7473203332b9,moderate,1,Female,45,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,fish,1,1,I don't know.,1,1,I don't know.,1,1,sloth,1,1,eel,1,1,I don't know.,"No, they were not helpful",1,40.07600402832,-79.919403076172,-1,
R_URpFLDPv2MXepUd,Default Response Set,Anonymous,,,108.202.70.20,0,2015-08-03 11:18:40,2015-08-03 11:22:57,1,663d324b348bc650a07d511ea362ec09,moderate,1,Female,34,No,1,1,llama,1,1,Kangaroo Rat,1,1,Mole Rat,1,1,Wolverine,1,1,I don't know,1,1,Salamander,1,1,I don't know,1,1,I don't know,1,1,eel,1,1,I don't know,"No, they were not helpful",1,33.982894897461,-84.324203491211,-1,
R_2rjgWrFSNdmLRX0,Default Response Set,Anonymous,,,76.174.0.43,0,2015-08-03 11:10:29,2015-08-03 11:23:32,1,5d0077838aa709adf37724bf033ecf76,moderate,1,Male,61,Yes,1,1,I don;t know.,1,1,I don't know.,1,1,Possum,1,1,Badger,1,1,Fish,1,1,I don't know.,1,1,Aardvark,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,34.048599243164,-117.01429748535,-1,
R_1MKaRL8H7gDLAEB,Default Response Set,Anonymous,,,54.174.77.195,0,2015-08-03 11:25:50,2015-08-03 11:30:30,1,5aac733f1548d766e0e598ac4d0693c7,moderate,1,Female,34,No,1,1,I don't know,1,1,I don't know,1,1, I DON'T KNOW,1,1,PORCUPINE,1,1,I DON'T KNOW,1,1,TADPOLE,1,1,AARDVARK,1,1,OTHER,1,1,EEL,1,1,I don't know,"No, they were not helpful",1,39.043701171875,-77.487503051758,-1,
R_1kYzj0UOTEQWKIK,Default Response Set,Anonymous,,,69.40.146.144,0,2015-08-03 11:38:52,2015-08-03 11:41:35,1,c8da8a6ff9264b9f6d555ebfeb0f7dac,moderate,1,Female,39,Yes,1,1,deer,1,1,I don't know,1,1,possum,1,1,Wolverine,1,1,I don't know,1,1,tadpole,1,1,aardvark,1,1,sloth,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,41.793197631836,-81.057800292969,-1,
R_3QE2xIPf8l5VjpS,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 12:08:05,2015-08-03 12:15:31,1,9cbda14415bb51974dcdbebf7a29786a,moderate,1,Female,39,Yes,1,1,I dont know,1,1,Kangaroo Rat,1,1,I don't know,1,1,I dont know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"Yes, they were helpful",1,33.571701049805,-117.72889709473,-1,
R_2sQQOQqkhPbRE9p,Default Response Set,Anonymous,,,54.148.44.119,0,2015-08-03 12:11:30,2015-08-03 12:17:00,1,3bfce84e5561d1a684006315056552f9,moderate,1,Female,42,Yes,1,1,alcapa,1,1,jerboa,1,1,i don't know,1,1,i don't know,1,1,fish,1,1,i don't know,1,1,i don't know,1,1,sloth,1,1,eel,1,1,i don't know,"No, they were not helpful",1,45.839904785156,-119.70059967041,-1,
R_1gM7A64wN8oDiYc,Default Response Set,Anonymous,,,76.174.54.59,0,2015-08-03 12:57:26,2015-08-03 12:59:39,1,c5f3f2228b59c1b392dba9369d985d63,moderate,1,Male,27,Yes,1,1,Alpaca ,1,1,I don't know,1,1,Possum ,1,1,Wolverine ,1,1,I don't know,1,1,Tadpole ,1,1,I don't know,1,1,I don't know,1,1,Eel ,1,1,I don't know,"Yes, they were helpful",1,33.831207275391,-117.60530090332,-1,
R_1EYWzn4Yz53G7Bw,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 12:58:45,2015-08-03 13:01:00,1,c29140071e16992332b29545f3873da5,moderate,1,Male,29,No,1,1,I don't know,1,1,Mouse,1,1,Mouse,1,1,I don't know,1,1,oaxyctl,1,1,oaxyctl,1,1,I don't know,1,1,Bear,1,1,Shark,1,1,Fish,"No, they were not helpful",1,33.571701049805,-117.72889709473,-1,
R_1HnMYF5UtYtLchT,Default Response Set,Anonymous,,,173.175.67.40,0,2015-08-03 13:32:23,2015-08-03 13:33:46,1,a75830a10955a933cc58b499803a0a16,moderate,1,Female,27,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,27.73210144043,-97.384696960449,-1,
R_1FFFswet3bDB8Og,Default Response Set,Anonymous,,,76.180.195.81,0,2015-08-03 13:39:47,2015-08-03 13:44:12,1,e141350368735026f3c302b611bb36a7,moderate,1,Female,34,Yes,1,1,deer,1,1,rodent,1,1,rodent,1,1,I don't know,1,1,salamander,1,1,lizard,1,1,I don't know,1,1,I don't know,1,1,eel,1,1,scorpion,"Yes, they were helpful",1,42.935592651367,-78.806602478027,-1,
R_Q3WyW5mZnd4cuGt,Default Response Set,Anonymous,,,66.210.55.170,0,2015-08-03 14:07:01,2015-08-03 14:09:02,1,2eccbae16e823e99dd69c8c1421cdfa9,moderate,1,Male,38,Yes,1,1," ""I don't know.""",1,1," ""I don't know.""",1,1," ""I don't know.""",1,1," ""I don't know.""",1,1,"""I don't know""",1,1," ""I don't know.""",1,1," ""I don't know.""",1,1," ""I don't know.""",1,1," ""I don't know.""",1,1," ""I don't know.""","Yes, they were helpful",1,33.571701049805,-117.72889709473,-1,
R_XQX9Zapy4SasiFb,Default Response Set,Anonymous,,,24.241.75.167,0,2015-08-03 14:32:30,2015-08-03 14:36:20,1,b92051dbe41161ee5153e910d473b7e3,moderate,1,Male,38,No,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,38.589904785156,-90.346900939941,-1,
R_31sAMQsrUqp6mxY,Default Response Set,Anonymous,,,184.53.48.28,0,2015-08-03 15:09:50,2015-08-03 15:15:03,1,41988c5d9086117872ff7fc999dbf306,moderate,1,Female,25,No,1,1,I don;t know,1,1,Mouse,1,1,Bilby,1,1,Wolverine,1,1,Axolotl,1,1,Axolotl,1,1,Vole,1,1,Bear,1,1,I don't know,1,1,I dont know,"No, they were not helpful",1,38,-97,-1,
R_3fxC6DFQzoHWvNn,Default Response Set,Anonymous,,,172.91.204.30,0,2015-08-03 15:26:35,2015-08-03 15:32:22,1,0887c4e7f9f56507dc6c82fdc6712c99,moderate,1,Female,48,Yes,1,1,I don't know,1,1,I don't know,1,1,Ant eater,1,1,I don't know ,1,1,I don't know,1,1,I don't know ,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,34.417999267578,-118.56620025635,-1,
R_2ton53Wa7C2wRX5,Default Response Set,Anonymous,,,54.148.44.119,0,2015-08-03 15:45:05,2015-08-03 15:47:43,1,549e736f31e6ae092fc627598aad790c,moderate,1,Female,28,Yes,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,I don't know.,1,1,Axlotl,1,1,I don't know.,1,1,Bear,1,1,I don't know.,1,1,I don't know.,"No, they were not helpful",1,45.839904785156,-119.70059967041,-1,
R_29m5LnGFidRLpG7,Default Response Set,Anonymous,,,98.202.71.74,0,2015-08-03 17:35:57,2015-08-03 17:38:24,1,8a948a82570b39a1c6316517cac0c3c8,moderate,1,Female,58,No,1,1,deer,1,1,mouse,1,1,aardvark,1,1,wombat,1,1,lizard,1,1,skink,1,1,badger,1,1,don't know,1,1,i don't know,1,1,fish,"No, they were not helpful",1,40.714996337891,-111.89340209961,-1,
R_b2PX3D0jSDe0MLv,Default Response Set,Anonymous,,,99.20.228.199,0,2015-08-03 18:36:39,2015-08-03 18:42:03,1,9ecbb57bc808cde4831ff49228adc5a4,moderate,1,Male,61,Yes,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Tadpole,1,1,I don't know,1,1,Badger,1,1,Sloth,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,42.673492431641,-82.916496276855,-1,
R_10U9CyvK3yO6G8y,Default Response Set,Anonymous,,,70.198.67.234,0,2015-08-03 19:24:05,2015-08-03 19:27:50,1,7108eaa36861ba27fb069e861e3bdc3f,moderate,1,Female,29,Yes,1,1,I don't know,1,1,I don't know,1,1,ardvark,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",1,39.427795410156,-86.428298950195,-1,
R_3lQV4HIAZkcwjOx,Default Response Set,Anonymous,,,75.28.100.54,0,2015-08-04 08:35:23,2015-08-04 08:42:37,1,1cd428613630c8217299deea6297fb45,moderate,1,Female,37,Yes,1,1,Llama,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I dontknow,1,1,I dont know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Sea Anemone,"No, they were not helpful",1,34.107299804688,-118.37190246582,-1,
R_2frL5dhH0y7j9pG,Default Response Set,Anonymous,,,69.225.128.23,0,2015-08-04 15:08:02,2015-08-04 15:15:03,1,784ac39bf67345a1a47ae8fd6a42bf43,moderate,1,Female,64,Yes,1,1,alpaca,1,1,mouse,1,1,possum,1,1,I don't know,1,1,i dont know,1,1,tadpole,1,1,badger,1,1,I dont know,1,1,eel,1,1,i dont know,"Yes, they were helpful",1,34.076400756836,-118.26260375977,-1,
R_d6ySUoLiE0loMJv,Default Response Set,Anonymous,,,98.204.102.197,0,2015-08-05 16:54:09,2015-08-05 17:00:37,1,ad2f59dc7ac29836cb04ee56743f6242,moderate,1,Male,28,Yes,1,1,Deer,1,1,Mouse,1,1,Rat,1,1,Badger,1,1,Fish,1,1,Lizard,1,1,Badger,1,1,Sloth,1,1,Eel,1,1,Salamander,"Yes, they were helpful",1,38.886505126953,-77.096900939941,-1,
R_Wd3PnXu8D9zx8qd,Default Response Set,Anonymous,,,67.5.208.234,0,2015-08-05 23:25:58,2015-08-05 23:29:19,1,9bb9d168e67011344b8dab08d856e642,moderate,1,Female,38,No,1,1,antelope,1,1,kangaroo mouse,1,1,bilby,1,1,wombat,1,1,axylotyl,1,1,axlotyl,1,1,haggis,1,1,i don't know,1,1,shark,1,1,sea anemone,"No, they were not helpful",1,45.529495239258,-122.64320373535,-1,
R_1NF9QVMhEMnU6EG,Default Response Set,Anonymous,,,71.59.191.94,0,2015-07-30 00:29:50,2015-07-30 00:33:32,0,fe14cb1d6ce83d10e311b2caff6fd1ff,moderate,1,Male,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1oFNm3Mzkw3rUkG,Default Response Set,Anonymous,,,63.135.16.14,0,2015-08-07 20:21:28,2015-08-07 20:23:57,1,3411b11e98f2addb794125eaaf5ce1fa,moderate,1,Male,35,Yes,1,1,i don't know,1,1,i don't know,1,1,possum,1,1,i don't know,1,1,fish,1,1,tadpole,1,1,rodent,1,1,bear,1,1,fish,1,1,fish,"Yes, they were helpful",1,48.498504638672,-81.344802856445,-1,
R_2S7toEGpYx9srqj,Default Response Set,Anonymous,,,98.192.242.23,0,2015-08-09 05:24:25,2015-08-09 05:29:07,1,85d23023bc3e195b54d2bc718b4e72cb,moderate,1,Female,48,No,1,1,deer,1,1,meerkat,1,1,possum,1,1,weasel,1,1,fish,1,1,tadpole,1,1,mole,1,1,sloth,1,1,shark,1,1,starfish,"Yes, they were helpful",1,38.350997924805,-75.54460144043,-1,
R_12r6dmtEhfbD04k,Default Response Set,Anonymous,,,68.232.236.106,0,2015-08-09 07:49:42,2015-08-09 07:52:57,1,3f4a4c864f71e303ae9f44248ff0a892,moderate,1,Female,36,No,1,1,Alpaca,1,1,Mouse of some sort,1,1,I don't know,1,1,I don't know,1,1,fish,1,1,Tadpole,1,1,I don't know,1,1,I don't know,1,1,Eel,1,1,Fish,"Yes, they were helpful",1,44.130798339844,-94,-1,
R_3HZeF2Tw1nQXffg,Default Response Set,Anonymous,,,107.185.252.53,0,2015-08-02 22:55:01,2015-08-02 23:11:26,0,78b8b1974f6d497e8fd10fbde75751a3,moderate,1,Male,23,No,1,1,I don't know ,1,1,Kangaroo,1,1,Rat,1,1,I don't know,1,1,Fish,1,1,Lizard,1,1,I don't know ,1,1,Bear,1,1,Eel,1,1,I don't know,"Yes, they were helpful",,,,-1,
R_WCdH7Ex8FRwzamZ,Default Response Set,Anonymous,,,71.197.179.26,0,2015-08-03 09:56:20,2015-08-03 09:59:19,0,9520ab0e9e593c64bbc2d7d6e7109875,moderate,1,Male,21,No,1,1,I dont know,1,1,Mouse,1,1,Possum,1,1,I Don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,Bear,1,1,Eel,1,1,Fish,"No, they were not helpful",,,,-1,
R_2vYVkhzkEGs4h8X,Default Response Set,Anonymous,,,67.217.10.165,0,2015-08-03 16:04:00,2015-08-03 16:05:13,0,266ef02d497402534afeca49f40347e1,moderate,1,Female,27,No,,,,,,,,,,,,,,,,,,,,,,,,,1,1,I don't know,,,,,,,,-1,
R_3qg6e87Y0ld3LI0,Default Response Set,Anonymous,,,99.184.251.118,0,2015-08-02 22:05:49,2015-08-02 22:06:04,0,ec8d038d2f74217e082b0af4ecf4c08d,moderate,1,Female,40,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_3FOhWOeb9xnqftA,Default Response Set,Anonymous,,,174.251.176.151,0,2015-08-04 12:30:40,2015-08-04 12:38:23,0,c5c0363bf444f7ca3aee4a71ba6afefc,moderate,1,Male,30,Yes,1,1,I don't know,1,1,I don't know,1,1,Possum,1,1,I don't know,1,1,I don't know,1,1,Lizard,1,1,Yak,1,1,I don't know,1,1,Whale,1,1,Fish,"No, they were not helpful",,,,-1,
R_3R2U3BCSIljmMpx,Default Response Set,Anonymous,,,73.162.11.12,0,2015-08-03 06:52:04,2015-08-03 06:53:29,0,fe6ed9c606d2335dd7ac2b0100e7ac2e,moderate,1,Male,36,Yes,,,,,,,,,,1,1,Wolverine,,,,,,,,,,1,1,I don't know.,,,,1,1,Coral,,,,,-1,
R_3pamWWxnThQQ7TS,Default Response Set,Anonymous,,,97.93.96.168,0,2015-08-02 22:07:01,2015-08-02 22:11:04,0,5de1a0a687c17e4ac0ff425ab79cb038,moderate,1,Male,36,Yes,1,1,I don't know,1,1,Pokemon,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_2WNM6UF5j1GXnmu,Default Response Set,Anonymous,,,209.33.27.254,0,2015-08-03 13:44:58,2015-08-03 13:50:15,0,98eb4b7f5fb7079393ee167900cdbd67,moderate,1,Female,18,No,1,1,I don't know,1,1,kangaroo rat,1,1,desert possum,1,1,I don't know,1,1,I don't know,1,1,newt,1,1,I don't know,1,1,I don't know,1,1,I don't know,1,1,sea urchin,"No, they were not helpful",,,,-1,
R_3m45GSKV2vK8oa9,Default Response Set,Anonymous,,,45.50.140.248,0,2015-08-02 22:35:34,2015-08-02 22:36:46,0,56a911571115495706169addae64decf,moderate,1,Male,44,Yes,,,,1,1,Rat,,,,1,1,I don't know,1,1,I don't know,,,,1,1,I don't know,,,,,,,,,,,,,,-1,
R_1E0VR6W2SeHFNua,Default Response Set,Anonymous,,,73.157.38.102,0,2015-08-03 07:00:59,2015-08-03 07:02:11,0,ef28e568230fe88f21b98822532c2ea0,moderate,1,Female,43,No,,,,,,,,,,,,,1,1,I don't know,,,,1,1,Badger,,,,,,,,,,,,,,-1,
R_2SoSbt0GsKlQrPx,Default Response Set,Anonymous,,,172.56.9.7,0,2015-08-02 23:21:22,2015-08-02 23:22:47,0,be407dd2625142154df6739ab54564d6,moderate,1,Male,33,Yes,,,,,,,,,,,,,,,,,,,1,1,No such animal,1,1,No such animal,,,,,,,,,,,-1,
R_1ltLrH3KveSpXe8,Default Response Set,Anonymous,,,50.189.237.96,0,2015-08-03 05:51:45,2015-08-03 05:52:21,0,6a9a33db242ce90b692a98c208fedcb4,moderate,1,Male,24,Yes,,,,,,,,,,,,,,,,,,,,,,1,1,dont know,,,,,,,,,,,-1,
R_1l3G6Z5KaWRwYOP,Default Response Set,Anonymous,,,104.156.240.151,0,2015-08-03 10:24:57,2015-08-03 10:29:33,0,118660e3bced66aaf6118695ca879bb9,moderate,1,Female,31,Yes,1,1,deer,,,,,,,,,,,,,1,1,tadpole,,,,,,,1,1,I don't know,1,1,I don't know,,,,,-1,
R_1N4VKXbSTqv0cJw,Default Response Set,Anonymous,,,172.56.30.218,0,2015-08-03 12:09:01,2015-08-03 12:09:31,0,efd9e6f283f3d6ab8389109f7df10777,moderate,1,Female,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_2PbuXb204ITOX1Z,Default Response Set,Anonymous,,,68.5.30.215,0,2015-08-03 05:25:59,2015-08-03 05:30:02,0,6abb877a7e448820e8236fe28d3434b1,moderate,1,Male,52,Yes,1,1,Deer,1,1,Mouse,1,1,Other,1,1,Wombat,1,1,Other,1,1,Other,1,1,other,1,1,Other,1,1,Eel,1,1,Other,"No, they were not helpful",,,,-1,
R_3Ep1DVht37DnyBo,Default Response Set,Anonymous,,,108.242.249.122,0,2015-08-03 08:39:29,2015-08-03 08:39:48,0,174bda01999d9df74bfb9755bb5fd783,moderate,1,Female,34,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,
R_1jTePCO87uqniNb,Default Response Set,Anonymous,,,107.184.217.78,0,2015-08-03 07:29:06,2015-08-03 07:35:49,0,df6c6ddcab9d05a89f9d6dc4886dc131,moderate,1,Female,31,Yes,1,1,I don't know,1,1,Kangaroo mouse,1,1,I don't know,1,1,Wombat,1,1,Axolotl,1,1,Axolotl,1,1,I don't know,1,1,Bear,1,1,I don't know,1,1,I don't know,"No, they were not helpful",,,,-1,
R_3sjBxffsROWUoLR,Default Response Set,Anonymous,,,162.205.249.67,0,2015-08-03 17:38:15,2015-08-03 17:39:22,0,d6617cde34e379d801ff0f733d5619aa,moderate,1,Female,33,No,,,,,,,1,1,Possum,1,1,Wolverine,1,1,Manatee,,,,,,,1,1,I don't know,,,,,,,,,,,-1,
